data_key,urut_nasional,urut_provinsi,rerata,npsn,sekolah,provinsi,kota_kab,jenis
2919,919,170,"512,75",20206208,SMAN 1 PADALARANG More..,Jawa Barat,Kab. Bandung Barat,SMA
2920,920,48,"512,728",69893966,SMA GLOBAL ISLAMIC SCHOOL 2 More..,Banten,Kota Tangerang Selatan ,SMA
2921,921,171,"512,707",20251793,SMAN 1 CILEUNYI More..,Jawa Barat,Kab. Bandung,SMA
2922,922,26,"512,659",10303504,SMAN 7 PADANG More..,Sumatera Barat,Kota Padang,SMA
2923,923,49,"512,656",20603164,SMAS DAAR EL QOLAM More..,Banten,Kab. Tangerang,SMA
2924,924,173,"512,631",20325258,SMKN 1 SLAWI More..,Jawa Tengah,Kab. Tegal,SMK
2925,925,20,"512,529",10219919,SMAS HARAPAN 3 DELI TUA More..,Sumatera Utara,Kab. Deli Serdang,SMA
2926,926,172,"512,519",20223068,SMAS PANGUDI LUHUR II More..,Jawa Barat,Kota Bekasi,SMA
2927,927,135,"512,502",20584790,MAN 2 TULUNGAGUNG More..,Jawa Timur,Kab. Tulungagung,MA 
2928,928,19,"512,496",10497348,SMK KEHUTANAN NEGERI PEKANBARU More..,Riau,Kota Pekanbaru,SMK
2929,929,173,"512,495",20219237,SMAN 16 BANDUNG More..,Jawa Barat,Kota Bandung,SMA
2930,930,136,"512,366",20541242,SMAN 1 SUMBERREJO More..,Jawa Timur,Kab. Bojonegoro,SMA
2931,931,50,"512,282",69859757,SMA INSAN RABBANY More..,Banten,Kota Tangerang Selatan,SMA
2932,932,77,"512,275",20402089,SMKN 2 WONOSARI More..,DI Yogyakarta,Kab. Gunung Kidul,SMK
2933,933,174,"512,203",20338920,SMK NEGERI 1 SRAGI More..,Jawa Tengah,Kab. Pekalongan,SMK
2934,934,137,"512,183",60726350,SMAS PLUS AL FATIMAH More..,Jawa Timur,Kab. Bojonegoro,SMA
2935,935,131,"512,152",20177927,MAN 7 JAKARTA More..,DKI Jakarta,Kota Jakarta Selatan,MA 
2936,936,138,"512,148",20519328,SMAS AL - MA HADUL ISLAMI BEJI More..,Jawa Timur,Kab. Pasuruan,SMA
2937,937,11,"512,142",10603865,SMA NEGERI 01 PALEMBANG More..,Sumatera Selatan,Kota Palembang,SMA
2938,938,51,"512,137",20606271,SMAN 2 KRAKATAU STEEL CILEGON More..,Banten,Kota Cilegon,SMA
2939,939,139,"512,111",20520821,SMAN 1 LUMAJANG More..,Jawa Timur,Kab. Lumajang,SMA
2940,940,140,"512,099",20584211,MAN 1 MALANG More..,Jawa Timur,Kab. Malang,MA 
2941,941,175,"512,056",20362426,SMAS ISLAM AL-AZHAR SOLO BARU More..,Jawa Tengah,Kab. Sukoharjo,SMA
2942,942,174,"512,043",20276187,SMAN 9 DEPOK More..,Jawa Barat,Kota Depok,SMA
2943,943,132,"512,024",20103282,SMAN 22 JAKARTA More..,DKI Jakarta,Kota Jakarta Timur,SMA
2944,944,27,"512,021",10307616,SMKN ANALIS KIMIA PADANG More..,Sumatera Barat,Kota Padang,SMK
2945,945,176,"511,95",20330346,SMAS AL ISLAM 1 SURAKARTA More..,Jawa Tengah,Kota Surakarta,SMA
