data_key,detail,urut_nasional,urut_provinsi,rerata,nilai_tertinggi,nilai_terendah,standar_deviasi
2616,Kemampuan Kuantitatif,658,115,523.809,709.0,373.6,67.66
2616,Kemampuan Memahami Bacaan dan Menulis,551,97,530.305,664.76,369.03,57.8
2616,Kemampuan Penalaran Umum,693,116,517.585,612.76,415.56,41.15
2616,Pengetahuan dan Pemahaman Umum,588,106,522.568,640.61,370.17,52.76
2617,Kemampuan Kuantitatif,528,77,532.364,687.98,340.47,61.95
2617,Kemampuan Memahami Bacaan dan Menulis,781,112,520.916,655.51,394.91,51.53
2617,Kemampuan Penalaran Umum,679,98,518.012,612.97,401.34,38.67
2617,Pengetahuan dan Pemahaman Umum,582,92,522.805,654.05,356.28,52.18
2618,Kemampuan Kuantitatif,587,98,528.709,641.16,407.27,58.17
2618,Kemampuan Memahami Bacaan dan Menulis,783,147,520.902,621.17,362.58,56.69
2618,Kemampuan Penalaran Umum,627,102,519.414,573.53,425.5,36.41
2618,Pengetahuan dan Pemahaman Umum,526,92,524.92,672.97,395.92,55.3
2619,Kemampuan Kuantitatif,907,171,509.973,690.29,376.48,74.41
2619,Kemampuan Memahami Bacaan dan Menulis,676,121,524.87,652.46,356.4,63.46
2619,Kemampuan Penalaran Umum,384,62,529.684,638.13,426.91,50.5
2619,Pengetahuan dan Pemahaman Umum,434,78,529.304,660.01,398.5,56.29
2620,Kemampuan Kuantitatif,650,126,524.263,674.98,387.0,69.0
2620,Kemampuan Memahami Bacaan dan Menulis,532,96,531.013,662.32,342.9,59.37
2620,Kemampuan Penalaran Umum,603,123,520.141,607.87,417.45,41.6
2620,Pengetahuan dan Pemahaman Umum,693,131,518.242,645.67,355.48,56.24
2621,Kemampuan Kuantitatif,489,17,534.84,703.93,388.9,66.31
2621,Kemampuan Memahami Bacaan dan Menulis,740,16,522.712,673.18,353.49,57.73
2621,Kemampuan Penalaran Umum,596,14,520.348,622.68,402.05,42.28
2621,Pengetahuan dan Pemahaman Umum,786,18,515.489,732.09,375.8,54.02
2622,Kemampuan Kuantitatif,659,97,523.726,701.12,360.68,67.38
2622,Kemampuan Memahami Bacaan dan Menulis,602,97,528.59,695.09,392.97,53.85
2622,Kemampuan Penalaran Umum,608,101,520.034,632.43,397.42,38.16
2622,Pengetahuan dan Pemahaman Umum,641,100,520.659,662.05,391.12,47.85
2623,Kemampuan Kuantitatif,579,109,529.445,646.9,375.85,80.87
2623,Kemampuan Memahami Bacaan dan Menulis,690,137,524.25,660.91,408.87,63.52
2623,Kemampuan Penalaran Umum,471,92,525.576,616.94,433.84,55.01
2623,Pengetahuan dan Pemahaman Umum,858,163,513.144,619.74,386.23,64.22
2624,Kemampuan Kuantitatif,735,108,520.045,648.46,377.83,74.7
2624,Kemampuan Memahami Bacaan dan Menulis,640,103,526.863,621.39,413.33,61.25
2624,Kemampuan Penalaran Umum,638,105,519.151,580.93,453.97,34.45
2624,Pengetahuan dan Pemahaman Umum,496,82,526.341,640.48,372.06,61.31
2625,Kemampuan Kuantitatif,683,129,522.673,676.99,365.35,71.16
2625,Kemampuan Memahami Bacaan dan Menulis,689,136,524.273,687.37,343.18,66.77
2625,Kemampuan Penalaran Umum,530,105,522.71,621.09,394.26,44.09
2625,Pengetahuan dan Pemahaman Umum,589,108,522.511,690.15,363.7,54.28
2626,Kemampuan Kuantitatif,493,18,534.435,679.99,373.35,65.38
2626,Kemampuan Memahami Bacaan dan Menulis,785,17,520.828,670.4,344.9,60.04
2626,Kemampuan Penalaran Umum,645,17,519.001,603.53,409.77,39.82
2626,Pengetahuan dan Pemahaman Umum,713,15,517.869,619.8,371.75,49.47
2627,Kemampuan Kuantitatif,985,10,503.856,604.93,391.9,67.45
2627,Kemampuan Memahami Bacaan dan Menulis,362,4,539.854,641.29,395.7,60.28
2627,Kemampuan Penalaran Umum,199,2,540.64,617.39,424.28,49.35
2627,Pengetahuan dan Pemahaman Umum,966,11,507.463,646.56,398.85,59.27
2628,Kemampuan Kuantitatif,465,82,536.41,654.81,383.0,79.82
2628,Kemampuan Memahami Bacaan dan Menulis,655,130,525.822,663.32,394.46,55.13
2628,Kemampuan Penalaran Umum,728,146,516.292,602.72,420.45,42.74
2628,Pengetahuan dan Pemahaman Umum,853,162,513.26,632.47,405.63,55.06
2629,Kemampuan Kuantitatif,716,134,520.66,687.32,368.9,67.81
2629,Kemampuan Memahami Bacaan dan Menulis,577,111,529.345,683.45,362.86,58.81
2629,Kemampuan Penalaran Umum,721,143,516.515,617.01,380.22,44.71
2629,Pengetahuan dan Pemahaman Umum,519,98,525.106,662.52,358.55,57.04
2630,Kemampuan Kuantitatif,624,37,525.629,689.3,360.18,68.83
2630,Kemampuan Memahami Bacaan dan Menulis,685,41,524.466,683.98,356.87,61.37
2630,Kemampuan Penalaran Umum,673,38,518.235,614.23,404.94,40.61
2630,Pengetahuan dan Pemahaman Umum,576,39,523.076,662.76,370.15,57.46
2631,Kemampuan Kuantitatif,751,110,519.268,663.0,380.47,66.72
2631,Kemampuan Memahami Bacaan dan Menulis,612,98,528.157,642.33,364.25,55.9
2631,Kemampuan Penalaran Umum,551,91,521.782,618.42,434.89,36.74
2631,Pengetahuan dan Pemahaman Umum,601,98,522.157,646.24,402.25,48.2
2632,Kemampuan Kuantitatif,642,42,524.593,693.67,373.24,56.76
2632,Kemampuan Memahami Bacaan dan Menulis,539,46,530.808,642.97,416.82,45.84
2632,Kemampuan Penalaran Umum,640,50,519.093,600.28,433.52,35.09
2632,Pengetahuan dan Pemahaman Umum,753,55,516.541,618.98,398.04,46.37
2633,Kemampuan Kuantitatif,628,108,525.429,691.86,370.87,63.04
2633,Kemampuan Memahami Bacaan dan Menulis,507,91,532.357,659.04,392.26,48.05
2633,Kemampuan Penalaran Umum,660,110,518.656,622.59,406.21,35.91
2633,Pengetahuan dan Pemahaman Umum,820,152,514.468,651.79,392.45,48.22
2634,Kemampuan Kuantitatif,663,98,523.635,694.07,377.1,64.54
2634,Kemampuan Memahami Bacaan dan Menulis,541,85,530.772,723.6,378.81,56.68
2634,Kemampuan Penalaran Umum,727,113,516.304,603.6,424.96,40.75
2634,Pengetahuan dan Pemahaman Umum,651,102,519.98,716.15,391.29,51.88
2635,Kemampuan Kuantitatif,996,182,498.743,617.46,397.57,62.49
2635,Kemampuan Memahami Bacaan dan Menulis,424,75,536.345,633.26,431.9,58.61
2635,Kemampuan Penalaran Umum,639,132,519.117,621.05,384.6,55.2
2635,Pengetahuan dan Pemahaman Umum,292,49,536.389,631.08,440.72,53.2
2636,Kemampuan Kuantitatif,639,4,524.753,687.76,388.7,68.82
2636,Kemampuan Memahami Bacaan dan Menulis,578,7,529.295,649.3,366.18,56.64
2636,Kemampuan Penalaran Umum,657,6,518.773,611.08,409.34,42.18
2636,Pengetahuan dan Pemahaman Umum,730,7,517.267,660.98,367.52,58.45
2637,Kemampuan Kuantitatif,576,96,529.476,720.15,378.86,66.32
2637,Kemampuan Memahami Bacaan dan Menulis,804,151,520.403,659.98,377.98,55.83
2637,Kemampuan Penalaran Umum,702,119,517.253,607.03,420.92,37.84
2637,Pengetahuan dan Pemahaman Umum,578,104,522.871,648.55,388.86,47.57
2638,Kemampuan Kuantitatif,956,175,506.638,626.23,390.2,57.27
2638,Kemampuan Memahami Bacaan dan Menulis,278,48,544.484,702.86,414.69,47.71
2638,Kemampuan Penalaran Umum,504,100,523.744,601.63,408.3,39.23
2638,Pengetahuan dan Pemahaman Umum,800,153,515.13,629.15,348.47,56.35
2639,Kemampuan Kuantitatif,761,52,518.874,683.65,379.01,64.28
2639,Kemampuan Memahami Bacaan dan Menulis,603,51,528.562,665.99,351.31,59.48
2639,Kemampuan Penalaran Umum,654,51,518.815,639.32,419.68,40.56
2639,Pengetahuan dan Pemahaman Umum,562,43,523.614,676.22,361.12,56.33
2640,Kemampuan Kuantitatif,557,84,530.44,660.66,398.53,64.69
2640,Kemampuan Memahami Bacaan dan Menulis,865,128,517.912,637.77,380.83,56.28
2640,Kemampuan Penalaran Umum,490,73,524.316,621.94,388.21,45.61
2640,Pengetahuan dan Pemahaman Umum,734,115,517.163,632.92,366.5,59.54
2641,Kemampuan Kuantitatif,752,113,519.173,640.77,386.59,62.37
2641,Kemampuan Memahami Bacaan dan Menulis,732,102,523.079,636.06,377.23,59.73
2641,Kemampuan Penalaran Umum,760,112,515.258,618.83,415.92,41.78
2641,Pengetahuan dan Pemahaman Umum,375,55,532.075,625.12,404.81,56.51
2642,Kemampuan Kuantitatif,563,39,530.238,708.0,392.84,60.59
2642,Kemampuan Memahami Bacaan dan Menulis,547,48,530.425,630.42,400.9,50.26
2642,Kemampuan Penalaran Umum,658,52,518.758,623.64,414.36,38.72
2642,Pengetahuan dan Pemahaman Umum,936,73,509.964,624.03,369.67,52.91
2643,Kemampuan Kuantitatif,627,12,525.445,703.11,391.9,66.69
2643,Kemampuan Memahami Bacaan dan Menulis,787,16,520.806,638.3,356.94,64.71
2643,Kemampuan Penalaran Umum,987,21,506.414,583.65,427.69,40.3
2643,Pengetahuan dan Pemahaman Umum,289,5,536.521,664.32,396.46,61.97
2644,Kemampuan Kuantitatif,708,6,521.243,693.81,366.94,70.81
2644,Kemampuan Memahami Bacaan dan Menulis,555,6,530.147,654.6,354.73,60.36
2644,Kemampuan Penalaran Umum,572,5,521.101,627.38,414.05,46.73
2644,Pengetahuan dan Pemahaman Umum,757,8,516.427,668.97,356.71,64.17
2645,Kemampuan Kuantitatif,612,7,526.663,697.88,370.76,70.75
2645,Kemampuan Memahami Bacaan dan Menulis,622,6,527.593,645.47,365.15,59.84
2645,Kemampuan Penalaran Umum,646,7,518.967,610.94,408.59,42.7
2645,Pengetahuan dan Pemahaman Umum,799,7,515.215,654.21,357.35,56.41
2646,Kemampuan Kuantitatif,769,54,518.554,639.83,358.47,53.73
2646,Kemampuan Memahami Bacaan dan Menulis,443,40,535.345,674.26,391.03,52.21
2646,Kemampuan Penalaran Umum,731,61,516.218,657.27,427.87,37.25
2646,Pengetahuan dan Pemahaman Umum,704,52,517.996,649.87,393.39,48.73
2647,Kemampuan Kuantitatif,692,7,522.109,699.88,367.93,74.76
2647,Kemampuan Memahami Bacaan dan Menulis,666,6,525.355,659.53,375.93,55.45
2647,Kemampuan Penalaran Umum,684,6,517.776,620.41,408.42,45.96
2647,Pengetahuan dan Pemahaman Umum,580,7,522.834,670.01,374.82,56.49
2648,Kemampuan Kuantitatif,741,50,519.725,660.16,368.92,66.18
2648,Kemampuan Memahami Bacaan dan Menulis,838,73,519.198,635.54,393.55,53.89
2648,Kemampuan Penalaran Umum,382,33,529.781,639.49,441.72,44.42
2648,Pengetahuan dan Pemahaman Umum,668,50,519.338,624.5,344.78,56.9
2649,Kemampuan Kuantitatif,688,103,522.385,685.42,398.18,72.85
2649,Kemampuan Memahami Bacaan dan Menulis,658,108,525.743,660.83,385.31,51.3
2649,Kemampuan Penalaran Umum,512,84,523.42,627.88,440.66,36.19
2649,Pengetahuan dan Pemahaman Umum,762,118,516.293,658.14,386.15,55.15
2650,Kemampuan Kuantitatif,641,13,524.732,690.51,373.86,72.59
2650,Kemampuan Memahami Bacaan dan Menulis,608,12,528.26,662.43,389.46,58.11
2650,Kemampuan Penalaran Umum,803,14,514.069,615.69,413.86,42.11
2650,Pengetahuan dan Pemahaman Umum,638,13,520.699,657.93,360.94,53.58
2651,Kemampuan Kuantitatif,591,100,528.316,642.26,391.21,71.24
2651,Kemampuan Memahami Bacaan dan Menulis,882,166,516.989,661.42,382.39,64.45
2651,Kemampuan Penalaran Umum,581,93,520.789,598.29,421.27,40.14
2651,Pengetahuan dan Pemahaman Umum,622,113,521.468,638.8,397.61,54.32
2652,Kemampuan Kuantitatif,745,5,519.535,628.74,410.55,68.61
2652,Kemampuan Memahami Bacaan dan Menulis,724,6,523.203,653.36,423.36,55.57
2652,Kemampuan Penalaran Umum,674,5,518.17,646.77,413.38,56.28
2652,Pengetahuan dan Pemahaman Umum,493,2,526.437,608.45,438.16,43.98
2653,Kemampuan Kuantitatif,619,94,525.927,691.16,382.75,61.24
2653,Kemampuan Memahami Bacaan dan Menulis,734,103,523.038,659.14,365.31,56.67
2653,Kemampuan Penalaran Umum,716,104,516.733,617.08,428.9,38.33
2653,Pengetahuan dan Pemahaman Umum,626,97,521.394,665.29,389.6,53.11
2654,Kemampuan Kuantitatif,705,124,521.341,694.3,381.19,63.18
2654,Kemampuan Memahami Bacaan dan Menulis,697,124,524.034,640.48,374.47,54.88
2654,Kemampuan Penalaran Umum,537,86,522.536,628.87,411.59,38.26
2654,Pengetahuan dan Pemahaman Umum,674,123,518.979,669.96,375.73,49.08
2655,Kemampuan Kuantitatif,721,16,520.436,706.85,384.72,75.65
2655,Kemampuan Memahami Bacaan dan Menulis,496,11,532.984,675.83,367.54,64.28
2655,Kemampuan Penalaran Umum,619,14,519.791,620.17,429.31,45.08
2655,Pengetahuan dan Pemahaman Umum,842,18,513.59,654.57,351.99,57.98
2656,Kemampuan Kuantitatif,590,99,528.481,685.65,390.94,64.55
2656,Kemampuan Memahami Bacaan dan Menulis,741,135,522.629,658.71,352.36,48.92
2656,Kemampuan Penalaran Umum,726,122,516.348,625.95,432.74,36.72
2656,Pengetahuan dan Pemahaman Umum,671,122,519.295,641.15,394.35,48.73
2657,Kemampuan Kuantitatif,600,92,527.671,721.22,382.75,66.53
2657,Kemampuan Memahami Bacaan dan Menulis,901,135,516.143,660.9,379.07,52.63
2657,Kemampuan Penalaran Umum,558,85,521.672,615.42,400.36,37.77
2657,Pengetahuan dan Pemahaman Umum,630,99,521.235,649.34,404.66,47.64
2658,Kemampuan Kuantitatif,653,112,523.974,650.55,407.0,66.32
2658,Kemampuan Memahami Bacaan dan Menulis,406,75,537.403,658.25,414.44,70.75
2658,Kemampuan Penalaran Umum,973,179,507.532,580.91,419.59,38.84
2658,Pengetahuan dan Pemahaman Umum,717,133,517.718,612.43,425.58,53.28
2659,Kemampuan Kuantitatif,755,136,519.122,710.25,388.61,66.14
2659,Kemampuan Memahami Bacaan dan Menulis,657,118,525.8,658.53,387.28,48.66
2659,Kemampuan Penalaran Umum,797,145,514.293,605.93,415.14,38.32
2659,Pengetahuan dan Pemahaman Umum,473,83,527.401,652.68,385.48,48.4
2660,Kemampuan Kuantitatif,574,19,529.574,700.7,388.9,69.15
2660,Kemampuan Memahami Bacaan dan Menulis,851,16,518.722,683.65,340.15,63.02
2660,Kemampuan Penalaran Umum,573,15,521.057,644.75,416.47,43.89
2660,Pengetahuan dan Pemahaman Umum,737,15,517.101,655.31,367.44,59.52
2661,Kemampuan Kuantitatif,744,138,519.671,738.77,391.24,87.45
2661,Kemampuan Memahami Bacaan dan Menulis,773,151,521.307,634.54,362.86,60.12
2661,Kemampuan Penalaran Umum,561,113,521.574,620.32,382.33,50.28
2661,Pengetahuan dan Pemahaman Umum,554,103,523.834,636.6,387.36,66.42
2662,Kemampuan Kuantitatif,637,123,524.908,721.04,376.48,73.14
2662,Kemampuan Memahami Bacaan dan Menulis,538,99,530.828,653.36,385.51,55.85
2662,Kemampuan Penalaran Umum,809,156,513.931,599.74,417.29,41.85
2662,Pengetahuan dan Pemahaman Umum,750,142,516.6,639.12,385.95,56.18
2663,Kemampuan Kuantitatif,815,61,515.958,701.1,414.9,64.99
2663,Kemampuan Memahami Bacaan dan Menulis,925,78,515.212,656.33,371.94,69.17
2663,Kemampuan Penalaran Umum,439,40,527.199,628.77,405.79,47.38
2663,Pengetahuan dan Pemahaman Umum,464,34,527.711,646.24,437.79,50.65
2664,Kemampuan Kuantitatif,555,6,530.532,698.5,367.82,76.87
2664,Kemampuan Memahami Bacaan dan Menulis,777,7,521.126,650.68,365.97,59.0
2664,Kemampuan Penalaran Umum,746,8,515.821,617.22,418.09,43.63
2664,Pengetahuan dan Pemahaman Umum,684,6,518.589,690.53,344.61,60.9
2665,Kemampuan Kuantitatif,763,142,518.755,667.11,373.48,63.16
2665,Kemampuan Memahami Bacaan dan Menulis,670,132,524.982,657.14,381.26,57.41
2665,Kemampuan Penalaran Umum,764,152,515.206,617.87,413.99,44.32
2665,Pengetahuan dan Pemahaman Umum,482,90,527.094,659.5,395.92,55.89
2666,Kemampuan Kuantitatif,850,155,513.662,679.51,375.75,66.36
2666,Kemampuan Memahami Bacaan dan Menulis,468,86,534.504,649.12,389.23,52.91
2666,Kemampuan Penalaran Umum,614,126,519.884,628.99,418.35,38.96
2666,Pengetahuan dan Pemahaman Umum,712,137,517.878,627.15,400.82,50.51
2667,Kemampuan Kuantitatif,979,4,504.287,693.79,377.1,74.82
2667,Kemampuan Memahami Bacaan dan Menulis,429,2,536.067,647.9,429.93,46.67
2667,Kemampuan Penalaran Umum,616,2,519.839,599.59,446.32,34.84
2667,Pengetahuan dan Pemahaman Umum,507,2,525.724,648.68,414.08,54.54
2668,Kemampuan Kuantitatif,616,120,526.21,696.63,366.7,70.83
2668,Kemampuan Memahami Bacaan dan Menulis,786,153,520.825,656.16,387.4,57.82
2668,Kemampuan Penalaran Umum,651,134,518.857,619.95,409.92,43.63
2668,Pengetahuan dan Pemahaman Umum,653,125,519.923,673.87,352.05,57.0
2669,Kemampuan Kuantitatif,665,116,523.49,694.78,362.0,73.95
2669,Kemampuan Memahami Bacaan dan Menulis,581,104,529.183,677.18,378.33,60.01
2669,Kemampuan Penalaran Umum,730,123,516.238,619.67,424.43,46.72
2669,Pengetahuan dan Pemahaman Umum,744,138,516.708,657.07,399.58,59.45
2670,Kemampuan Kuantitatif,533,78,531.989,697.77,378.86,73.12
2670,Kemampuan Memahami Bacaan dan Menulis,802,115,520.427,654.89,353.2,56.53
2670,Kemampuan Penalaran Umum,667,96,518.424,622.37,405.75,42.55
2670,Pengetahuan dan Pemahaman Umum,817,126,514.595,649.09,366.05,53.08
2671,Kemampuan Kuantitatif,507,84,533.452,702.07,385.96,70.9
2671,Kemampuan Memahami Bacaan dan Menulis,771,143,521.41,697.27,354.58,61.42
2671,Kemampuan Penalaran Umum,652,107,518.84,634.2,368.99,43.16
2671,Pengetahuan dan Pemahaman Umum,892,168,511.715,661.12,386.27,54.06
2672,Kemampuan Kuantitatif,783,113,517.457,675.7,379.89,64.71
2672,Kemampuan Memahami Bacaan dan Menulis,621,99,527.677,679.95,345.12,56.71
2672,Kemampuan Penalaran Umum,527,89,522.918,633.86,427.91,36.46
2672,Pengetahuan dan Pemahaman Umum,728,111,517.343,631.35,363.5,51.59
2673,Kemampuan Kuantitatif,602,102,527.479,688.17,388.9,68.9
2673,Kemampuan Memahami Bacaan dan Menulis,723,129,523.247,637.4,394.53,50.58
2673,Kemampuan Penalaran Umum,697,118,517.339,620.2,431.45,39.96
2673,Pengetahuan dan Pemahaman Umum,731,134,517.234,646.42,372.24,51.28
2674,Kemampuan Kuantitatif,651,96,524.137,690.97,380.94,73.7
2674,Kemampuan Memahami Bacaan dan Menulis,576,92,529.357,665.73,358.89,60.05
2674,Kemampuan Penalaran Umum,707,110,517.031,617.49,384.85,45.67
2674,Pengetahuan dan Pemahaman Umum,813,123,514.739,700.84,384.04,60.52
2675,Kemampuan Kuantitatif,704,106,521.367,703.89,377.49,72.97
2675,Kemampuan Memahami Bacaan dan Menulis,575,91,529.381,662.02,393.74,63.67
2675,Kemampuan Penalaran Umum,606,100,520.105,604.1,419.29,42.41
2675,Pengetahuan dan Pemahaman Umum,823,124,514.278,631.55,376.51,56.77
2676,Kemampuan Kuantitatif,648,124,524.308,716.83,376.07,78.28
2676,Kemampuan Memahami Bacaan dan Menulis,677,134,524.869,669.2,330.08,64.74
2676,Kemampuan Penalaran Umum,547,110,521.974,646.24,399.21,45.17
2676,Pengetahuan dan Pemahaman Umum,831,159,513.948,695.14,354.59,61.72
2677,Kemampuan Kuantitatif,679,15,522.888,670.04,372.15,68.25
2677,Kemampuan Memahami Bacaan dan Menulis,662,14,525.56,663.63,413.34,50.43
2677,Kemampuan Penalaran Umum,735,15,516.092,638.56,392.9,44.72
2677,Pengetahuan dan Pemahaman Umum,643,13,520.5,647.13,411.36,56.36
2678,Kemampuan Kuantitatif,686,102,522.491,703.93,367.92,61.93
2678,Kemampuan Memahami Bacaan dan Menulis,695,98,524.143,691.0,367.14,56.45
2678,Kemampuan Penalaran Umum,824,120,513.445,606.9,409.0,39.39
2678,Pengetahuan dan Pemahaman Umum,534,84,524.633,642.63,391.53,52.68
2679,Kemampuan Kuantitatif,767,53,518.602,641.31,398.05,56.69
2679,Kemampuan Memahami Bacaan dan Menulis,450,41,534.866,649.96,382.09,52.34
2679,Kemampuan Penalaran Umum,703,58,517.237,591.59,434.94,35.71
2679,Pengetahuan dan Pemahaman Umum,835,62,513.836,622.0,393.76,47.69
2680,Kemampuan Kuantitatif,748,140,519.357,695.56,395.92,73.64
2680,Kemampuan Memahami Bacaan dan Menulis,570,109,529.597,649.02,362.78,54.65
2680,Kemampuan Penalaran Umum,622,129,519.675,614.59,431.4,42.6
2680,Pengetahuan dan Pemahaman Umum,773,147,515.8,631.91,374.22,55.67
2681,Kemampuan Kuantitatif,702,123,521.523,706.92,378.79,67.38
2681,Kemampuan Memahami Bacaan dan Menulis,649,117,526.266,658.2,380.77,54.08
2681,Kemampuan Penalaran Umum,690,115,517.682,620.35,414.09,38.2
2681,Pengetahuan dan Pemahaman Umum,680,125,518.857,673.04,385.07,48.54
2682,Kemampuan Kuantitatif,703,8,521.487,700.54,381.67,83.22
2682,Kemampuan Memahami Bacaan dan Menulis,972,10,511.842,638.71,427.26,53.6
2682,Kemampuan Penalaran Umum,631,7,519.31,601.96,436.85,44.47
2682,Pengetahuan dan Pemahaman Umum,384,4,531.685,657.89,419.55,59.59
2683,Kemampuan Kuantitatif,780,58,517.863,673.65,372.71,64.13
2683,Kemampuan Memahami Bacaan dan Menulis,609,52,528.248,643.31,420.42,46.25
2683,Kemampuan Penalaran Umum,492,42,524.257,615.5,451.78,34.91
2683,Pengetahuan dan Pemahaman Umum,832,61,513.909,681.07,391.79,49.82
2684,Kemampuan Kuantitatif,662,40,523.663,697.64,375.07,69.46
2684,Kemampuan Memahami Bacaan dan Menulis,722,43,523.259,671.08,374.21,59.69
2684,Kemampuan Penalaran Umum,678,39,518.054,619.46,408.6,42.19
2684,Pengetahuan dan Pemahaman Umum,670,42,519.295,643.61,346.61,57.39
2685,Kemampuan Kuantitatif,724,108,520.396,699.85,359.94,69.15
2685,Kemampuan Memahami Bacaan dan Menulis,628,91,527.387,667.78,343.0,59.57
2685,Kemampuan Penalaran Umum,840,126,513.154,631.89,410.9,38.07
2685,Pengetahuan dan Pemahaman Umum,571,90,523.316,678.32,348.07,57.77
2686,Kemampuan Kuantitatif,577,89,529.472,694.62,376.43,71.57
2686,Kemampuan Memahami Bacaan dan Menulis,735,104,522.932,667.66,358.59,59.61
2686,Kemampuan Penalaran Umum,830,121,513.401,618.07,405.02,46.25
2686,Pengetahuan dan Pemahaman Umum,696,110,518.195,655.25,392.98,53.49
2687,Kemampuan Kuantitatif,652,9,524.005,681.74,365.8,71.62
2687,Kemampuan Memahami Bacaan dan Menulis,482,5,534.036,704.27,395.23,57.1
2687,Kemampuan Penalaran Umum,717,11,516.726,633.16,406.58,41.31
2687,Pengetahuan dan Pemahaman Umum,948,14,509.204,655.48,354.64,55.24
2688,Kemampuan Kuantitatif,864,162,512.754,687.66,359.83,70.4
2688,Kemampuan Memahami Bacaan dan Menulis,639,114,526.867,654.26,376.24,56.27
2688,Kemampuan Penalaran Umum,580,92,520.797,626.68,392.88,48.99
2688,Pengetahuan dan Pemahaman Umum,568,103,523.379,668.84,383.04,60.29
2689,Kemampuan Kuantitatif,711,125,520.937,678.25,380.47,58.32
2689,Kemampuan Memahami Bacaan dan Menulis,557,98,530.075,651.39,425.08,48.41
2689,Kemampuan Penalaran Umum,811,148,513.844,593.61,426.59,36.77
2689,Pengetahuan dan Pemahaman Umum,677,124,518.904,644.73,394.18,47.43
2690,Kemampuan Kuantitatif,766,139,518.625,699.88,360.36,65.43
2690,Kemampuan Memahami Bacaan dan Menulis,725,130,523.2,646.14,381.65,51.78
2690,Kemampuan Penalaran Umum,604,98,520.117,644.36,422.44,36.3
2690,Pengetahuan dan Pemahaman Umum,627,115,521.375,646.61,388.22,52.59
2691,Kemampuan Kuantitatif,754,135,519.148,694.62,371.34,69.9
2691,Kemampuan Memahami Bacaan dan Menulis,562,100,529.918,651.08,384.11,49.34
2691,Kemampuan Penalaran Umum,695,117,517.469,607.18,410.47,39.94
2691,Pengetahuan dan Pemahaman Umum,748,139,516.623,641.86,384.08,52.99
2692,Kemampuan Kuantitatif,621,11,525.836,708.61,354.43,73.34
2692,Kemampuan Memahami Bacaan dan Menulis,596,10,528.786,643.69,350.85,57.3
2692,Kemampuan Penalaran Umum,773,13,515.093,628.26,417.28,41.77
2692,Pengetahuan dan Pemahaman Umum,849,19,513.419,644.78,397.87,51.82
2693,Kemampuan Kuantitatif,670,44,523.331,646.37,369.44,60.28
2693,Kemampuan Memahami Bacaan dan Menulis,667,54,525.281,651.17,389.24,54.93
